Händler-SKU;ASIN 1;Artikelbezeichnung;Artikelbeschreibung;Angebotsnummer;Preis;Menge;Erstellungsdatum;Produkt-ID-Typ;Anmerkung zum Artikel;Artikelzustand;Internationaler Versand;Expressversand;Produkt-ID;Anzahl Bestellungen;Versender;Standardpreis;Produktsteuerschlüssel;Nettopreis
IZ-A53P-4CQB;B07V384M3W;Bio Earl Grey schwarzer Tee im Kilopack - Schwarzer Tee;Bio Schwarzteemischung aus Ceylon- und China Tees mit natürlichem Bergamotte aromatisiert. Aus kontrolliert biologischem Anbau DE-ÖKO-001. Hinweis: Die Teetasse auf dem Foto ist nicht im Lieferumfang enthalten.;0709VRFQV2Q;34.9;17;09/07/2019 12:27:24 MEST;3;;11;;;758913511570;0;DEFAULT;;;
JG-PHQJ-LY40;B01BX23R2G;BARU Chai Spicy Latte Pulver 250 g;;0730UQUH363;07. Feb;6;30/07/2018 10:48:27 MEST;1;;11;;;B01BX23R2G;0;DEFAULT;;;
JM-UHTG-PEW9;B07V1NGWMN;Bio Grüner Rooibostee natur im Kilopack - Rotbuschtee;"Dieses aus biologischem Anbau stammende Gewächs entspricht nahezu den bekannten Kriterien der allseits beliebten, koffeinfreien Teevariante Rotbusch (Rooibos). Unterschiede zu rotem Rotbuschtee sind sowohl in der Farbe, als auch im Geschmack auszumachen. Grüner Rotbuschtee (Rooibostee) ist durch seine nicht abgeschlossene Fermentation wesentlich heller und somit grüner im Blatt als sein ""großer Bruder"". Dieses ursprünglichere Gaumenerlebnis bietet einen frischeren, spritzigeren Geschmack, in dem ein leicht herber Unterton eine Rolle spielt. Leicht und elegant zu genießen. Aus kontrolliert biologischem Anbau DE-ÖKO-001. Hinweis: Die Teetasse auf dem Foto ist nicht im Lieferumfang enthalten.";0709VTCRVKB;29. Sep;7;09/07/2019 12:55:55 MEST;3;;11;;;758913511594;0;DEFAULT;;;
K1-XJFB-I9JC;B00YCEBU5E;Sencha BIO Star No1 Grüner Tee aus Japan im Originalgebinde 100g;;1203V7XALC2;17. Sep;13;03/12/2019 12:51:38 MET;1;;11;;;B00YCEBU5E;0;DEFAULT;;;
K112;B003TSZJAG;KEIKO Grüntee Sencha Tenbu Fuka - First Flush, BIO;;0320M4YNLH0;28. Jan;5;20/03/2012 12:28:05 MET;1;;11;;;B003TSZJAG;0;DEFAULT;;;
K116;B003TT54G4;KEIKO Grüntee Soshun Firstflush,Bio;;0320M4YM766;22;10;20/03/2012 12:26:10 MET;1;;11;;;B003TT54G4;0;DEFAULT;;;
K118;B003TT1OEU;KEIKO Grüntee Japan Sencha Tenko First Flush BIO/organic;;0320M4YQP6O;18. Aug;6;20/03/2012 12:33:14 MET;4;;11;;;4031322000023;0;DEFAULT;;;
K132;B003TT6YT0;KEIKO Grüntee Sencha Kabuse No. 1 - First Flush, BIO;;0320M4YHJVO;12;26;20/03/2012 12:21:19 MET;1;;11;;;B003TT6YT0;0;DEFAULT;;;
K134;B003TT54CI;KEIKO Grüntee Sencha Kabuse No. 2 - Second Flush, BIO;;0320M4YK5VU;08. Sep;7;20/03/2012 12:23:39 MET;4;;11;;;4031322000047;0;DEFAULT;;;
K3-ESFY-UBQJ;B006XBXYCQ;FLORAGOLD Pyramidenbeutel Bio KT Kamillenblüten, 1er Pack (1 x 26.25 g);;1203V7X6P0B;05. Apr;9;03/12/2019 12:57:22 MET;1;;11;;;B006XBXYCQ;0;DEFAULT;;;
KP1151432139;B01MSTGMNV;Tea for you - My Favourite Tea - Fruits;;0204SRT2D06;16. Sep;1;04/02/2017 11:07:17 MET;1;;11;;;B01MSTGMNV;0;DEFAULT;;;
KT-2LGS-97FH;B006XBWOQ8;FLORAGOLD Pyramidenbeutel Bio FT Maracuja Orange, 1er Pack (1 x 67.5 g);;1204V9VGXJZ;05. Apr;8;04/12/2019 09:20:48 MET;1;;11;;;B006XBWOQ8;0;DEFAULT;;;
KT142;B003ZHZ2TE;KEIKO - Bancha / Bio - 50g;;0224P5OR6BC;Mai 95;7;24/02/2015 09:33:24 MET;1;;11;;;B003ZHZ2TE;0;DEFAULT;;;
KT152;B00TYEDDBQ;Bio Japan Kabuse Genmaicha + Matcha Grüner Tee - Keiko Green Tea;KEIKO Bio Japan Kabuse Genmaicha + Matcha. Japanischer grüner Halbschatten-Tee, Kabusecha aus der 2.Pflückung mit gemahlenem Grüntee und geröstetem Reis. Herrlich grüne Tasse. Spezialität mit vollem Geschmack und angenehmer Röstnote.;0224P5WAXZU;07. Aug;12;24/02/2015 10:56:45 MET;3;;11;;;612524280136;0;DEFAULT;;;
KT154;B00TXGENJ6;Bio Kabuse Kukicha Grüner Tee - Keiko Green Tea;Japanischer Halbschattentee. Kabusecha aus der 1.Pflückung mit feinen Blattstengeln, zart toastiges, mildes Aroma ohne Bitterkeit. Gold-grüne Tasse. Wohlschmeckende Spezialität mit wenig Koffein. Ein besonderer, japanischer Bio Grüntee für Kenner.;0223P374IM6;Aug 95;8;23/02/2015 16:52:56 MET;3;;11;;;612524280105;0;DEFAULT;;;
KT159;B06XC3SSZC;Bio Benifuuki No.2 Grüner Tee - Keiko Green Tea;Grüner Bio Tee aus Japan mit hellgrüner, klarer Tasse aus der Pflückung Ende Mai/Anfang Juni. Aus kontrolliert biologischem Anbau DE-013-ÖKO-Kontrollstelle 50g Packung;0227S86OC9O;10;9;27/02/2017 12:26:50 MET;4;;11;;;4031322009699;0;DEFAULT;;;
KT190-50;B00L4ED8GE;Bio Matcha Keiko Supreme Nachfüllpackung;;0224P645PIC;54.5;7;24/02/2015 12:22:49 MET;1;;11;;;B00L4ED8GE;0;DEFAULT;;;
KT191-50;B00L4CJ6YO;Bio Matcha Keiko Premium Nachfüllpackung;;0224P657DCC;33;6;24/02/2015 12:39:40 MET;1;;11;;;B00L4CJ6YO;0;DEFAULT;;;
KT194-50;B00L4COCSY;Bio Matcha Keiko Tekiro Nachfüllpackung;;0224P62AZNO;41.99;5;24/02/2015 11:54:08 MET;1;;11;;;B00L4COCSY;0;DEFAULT;;;
KT195-50;B00L4CS7IK;Bio Matcha Keiko Mantoku Nachfüllpackung;;0224P64RPH6;46.89;1;24/02/2015 12:31:07 MET;1;;11;;;B00L4CS7IK;0;DEFAULT;;;
KT197-50;B00OOQ92IM;KEIKO Benifuuki Powder 50g;;1208OX6S7AO;20;7;08/12/2014 16:23:42 MET;1;;11;;;B00OOQ92IM;0;DEFAULT;;;
L2-6NGR-OWVB;B01DK70EX2;FLORAGOLD Pyramidenbeutel rotbuschtee Bio Zitrone, 1er Pack (1 x 53 g);;1204V9X1HGJ;05. Apr;10;04/12/2019 09:13:20 MET;1;;11;;;B01DK70EX2;0;DEFAULT;;;
LT-P9C5-5AFV;B07LFCKXGD;Bio Sinnerman forte (96% Kakao ohne Zuckerzusatz) - Becks Cocoa - 250g;Sinnerman forte Bio Trinkschokolade. 96% bester Kakao, herb, ohne Zucker, mit Zimt, mit Kardamom.Löst sich in warmer Milch ohne Kochen.;1217USHE1LV;08. Sep;7;17/12/2018 10:36:57 MET;3;;11;;;737069841380;0;DEFAULT;;;
M5-HLM5-G1XT;B01DK7ELF4;FLORAGOLD Pyramidenbeutel rotbuschtee Bio Lemon Ingwer, 1er Pack (1 x 53 g);;1204V9U0JPH;05. Apr;11;04/12/2019 09:00:53 MET;1;;11;;;B01DK7ELF4;0;DEFAULT;;;
MC8021;B00H8OSNLO;Bio MyCocoa 100% Premium Criollo aus Peru - 250g Dose;Bio Kakao 100% Premium Criollo aus Peru in einer 250g Dose. In Peru schließen sich Kleinbauern einer Kooperative an. Die Familien bestellen i.d.R. 1ha bis 10ha Land. Mehrere Hundert Mitglieder bringen ihre Kakaobohnen zu einem gemeinsamen Lager, dort werden alle Kakaobohnen schonend verarbeitet und für den Verkauf vorbereitet. Die Kooperativen, bieten Ausbildungsprogramme für Kleinbauern, das notwendige Wissen zum Anbau, Bewässerungsmethodenusw.. Es werden Maschinen für den Transport von den Feldern zur Verfügung gestellt, sowie Zertifizierungsprogramme finanziert. Diese Arbeitsweise garantiert ein faires Einkommen jedes einzelnen Kleinbauern. Bio Criollo Kakao eignet sich auch ideal zum Backen. Aus biologischer Landwirtschaft. AT-BIO-301 / Nicht EU-Landwirtschaft.;1211NZ9SW2U;09. Sep;17;11/12/2013 12:43:27 MET;4;.;11;;;9120047790731;0;DEFAULT;;;
MESPFOR002;B06X8Z52V1;Forte - Speicherstadt Espressomischung 250g in Bohnen;Dieser besondere Espressomischung besteht aus 60% Arabica- und 40% Robusta-Bohnen und eignet sich speziell für Siebträgermaschinen und Vollautomaten. HAUPTNOTE: Haselnuss NEBENNOTE: Bitterschokolade ABGANG: Süßholz, Walnuss SÄURE: 1/4 INTENSITÄT: 3/4 MUNDGEFÜHL: ölig, dicht LÄNDER: Brasilien, Indien, Guatemala;0213S0EKDFI;09. Mai;16;13/02/2017 13:03:02 MET;4;;11;;;4251275304614;0;DEFAULT;;;
MESPFOR003;B06X8YK2J3;Forte - Speicherstadt Espressomischung 500g in Bohnen;Dieser besondere Espressomischung besteht aus 60% Arabica- und 40% Robusta-Bohnen und eignet sich speziell für Siebträgermaschinen und Vollautomaten. HAUPTNOTE: Haselnuss NEBENNOTE: Bitterschokolade ABGANG: Süßholz, Walnuss SÄURE: 1/4 INTENSITÄT: 3/4 MUNDGEFÜHL: ölig, dicht LÄNDER: Brasilien, Indien, Guatemala;0213S0EYNZO;18. Mai;6;13/02/2017 13:05:09 MET;4;;11;;;4251275304621;0;DEFAULT;;;
MG02642;B00V3H81U0;Monbana Salon De Thé Chocolate Powder 100x20g Portionsbeutel;Die Trinkschokoladen von Monbana sind eine besondere Spezialität aus dem Hause des französischen Chocolatier. Die Kreationen aus französischer Schokolade sind von exklusiver Qualität und versprechen einen einzigartigen Genuss. Salon du Thé ist der Klassiker von Monbana. Schokoladenpulver (32 %) für die Zubereitung mit heißer Milch. Ideal portioniert für die Gastronomie.;0323PI3HOU0;36.9;3;23/03/2015 14:46:04 MET;3;;11;;;612524280235;0;DEFAULT;;;
MG03443;B00V3GYYE8;Monbana Trésor de Chocolat 33% Chocolate Powder 100x25g Portionsbeutel;Die Trinkschokoladen von Monbana sind eine besondere Spezialität aus dem Hause des französischen Chocolatier. Tresor de Chocolat 33% Kakaopulver (100x25g Portionsbeutel) - ein ganz besonderer Schokoladengenuss. -Tresor de Chocolat- Kakaopulver wird durch die Zubereitung mit heißer Milch zu einem dickflüßigen, cremigen Schokoladengetränk wie in Spanien oder Italien schon lange bekannt und beliebt. Für die Gourmets ein ganz besonderes Geschmackserlebnis. Ideal portioniert für die Gastronomie.;0323PI2B9SO;43.9;3;23/03/2015 14:34:48 MET;3;.;11;;;612524280228;0;DEFAULT;;;
MG03563;B008X5JCRG;Monbana white chocolate Trinkschokolade Tresor 500g Dose;;0323PHWQ81I;13. Apr;8;23/03/2015 14:01:11 MET;1;;11;;;B008X5JCRG;0;DEFAULT;;;
MG03797;B00V3H4MXU;Monbana Supreme Chocolate Powder 32% Kakaopulver 50x25g Portionsbeutel;Die Trinkschokoladen von Monbana sind eine besondere Spezialität aus dem Hause des französischen Chocolatier. Supreme Chocolate Powder Kakaopulver (50x25g Portionsbeutel) - ein ganz besonderer Schokoladengenuss. -Supreme Chocolate Powder- Kakaopulver wird durch die Zubereitung mit heißer Milch zu einem dickflüßigen, cremigen Schokoladengetränk wie in Spanien oder Italien schon lange bekannt und beliebt. Für die Gourmets ein ganz besonderes Geschmackserlebnis. Ideal portioniert für die Gastronomie.;0323PI34RHI;28. Sep;2;23/03/2015 14:42:15 MET;4;.;11;;;3474340092129;0;DEFAULT;;;
MG04939;B00FEE5HS2;Monbana Trinkschokolade Escale a Paris Dose 600 g;;0323PHWW2RC;17. Sep;5;23/03/2015 14:02:11 MET;1;.;11;;;B00FEE5HS2;0;DEFAULT;;;
MKAFHAF002;B06VV537DC;Hamburger Hafen - Speicherstadt Kaffeemischung 250g in Bohnen;Dieser besondere Kaffeemischung besteht aus 100% Arabica-Bohnen und eignet sich speziell für Siebträgermaschinen und Vollautomaten. HAUPTNOTE: Schwarztee, Gurke NEBENNOTE: Kaffeeblüte, Mandel ABGANG: Sauerkirsche SÄURE: 3/4 INTENSITÄT: 2/4 HAPTIK: rund;0213S0CPDLO;09. Sep;6;13/02/2017 12:46:23 MET;4;;11;;;4251275306014;0;DEFAULT;;;
MKAFHAF003;B06VVD9TKS;Hamburger Hafen - Speicherstadt Kaffeemischung 500g in Bohnen;Dieser besondere Kaffeemischung besteht aus 100% Arabica-Bohnen und eignet sich speziell für Siebträgermaschinen und Vollautomaten.;0213S0CWT8O;19. Aug;5;13/02/2017 12:48:40 MET;4;;11;;;4251275306021;0;DEFAULT;;;
MKAFHAF013;B0716JJKH6;Hamburger Hafen - Speicherstadt Kaffeemischung 500g gemahlen;Dieser besondere Kaffeemischung besteht aus 100% Arabica-Röstkaffee und ist bereits fertig gemahlen für Siebträger und normale Kaffeefilter Maschinen. HAUPTNOTE: Schwarztee, Gurke NEBENNOTE: Kaffeeblüte, Mandel ABGANG: Sauerkirsche SÄURE: 3/4 INTENSITÄT: 2/4 HAPTIK: rund;0503SHZ9PJO;19. Sep;13;03/05/2017 09:51:41 MEST;4;;11;;;4251275306120;0;DEFAULT;;;
MKAFSCH003;B01NA6TLAF;Schümli Caffe Créme - Speicherstadt Kaffee 500g in Bohnen;;0112SO95NCC;16. Mai;9;12/01/2017 13:04:50 MET;1;.;11;;;B01NA6TLAF;0;DEFAULT;;;
MO46005;B01IBQO27G;Teekanne Kyusu Creme-Weiß 550ml - traditionell japanische Einhandkanne;;1024Q8JE6A6;33.9;6;24/10/2016 17:48:41 MEST;1;.;11;;;B01IBQO27G;0;DEFAULT;;;
MO46052;B0196TPTQK;Teekanne Kyusu Pastellgrün 280ml - traditionell japanische Einhandkanne;;1024Q8JEAWU;29. Sep;1;24/10/2016 17:48:43 MEST;1;.;11;;;B0196TPTQK;0;DEFAULT;;;
MO46107;B01BLDZKSQ;Teedose Porzellan 440ml Snow;;1024Q8NGZ60;17. Sep;3;24/10/2016 18:09:54 MEST;1;.;11;;;B01BLDZKSQ;0;DEFAULT;;;
MO52105;B013RDT4JE;Teebecher 3er-Geschenkset mit 3 Teebechern;;1024Q8NH5XC;22. Sep;4;24/10/2016 18:09:57 MEST;1;.;11;;;B013RDT4JE;0;DEFAULT;;;
MO52110;B00SY4GZFI;MAOCI Japanisches Teebecher Geschenkset - 5-teilig;;1024Q8NH2N0;28. Mai;3;24/10/2016 18:09:55 MEST;1;.;11;;;B00SY4GZFI;0;DEFAULT;;;
MO52203;B00P16X7EE;Matcha-Schale Komplett-Set TAKUMI von MAOCI;;0217PI3B6BC;29. Sep;2;17/02/2015 09:17:11 MET;1;.;11;;;B00P16X7EE;0;DEFAULT;;;
MO52206;B00P16X43I;Matcha-Set Etsu;;0217PI3N1L0;29. Sep;1;17/02/2015 09:21:46 MET;1;.;11;;;B00P16X43I;0;DEFAULT;;;
MO52211;B00P16X3ZW;Matcha-Schale Komplett-Set SUMA von MAOCI;;0302PS00XGI;29. Sep;3;02/03/2015 15:28:05 MET;1;.;11;;;B00P16X3ZW;0;DEFAULT;;;
MO52256;B00YRSCSJW;Matcha-Schale Premium Komplett-Set dunkelrot;;0125SBKNWNO;33.9;3;25/01/2017 16:05:23 MET;1;.;11;;;B00YRSCSJW;0;DEFAULT;;;
MO55237;B01HPUVTLQ;Teekanne Tsuki 1,1 Liter sprayed himmelblau aus Gusseisen;;1024Q8QOR1C;47.5;1;24/10/2016 18:26:53 MEST;1;.;11;;;B01HPUVTLQ;0;DEFAULT;;;
MO55532;B004KLK4J2;MAOCI Gusseisen Stövchen Hunan;;1103PUMEEE6;18. Jun;1;03/11/2015 14:22:51 MET;1;;11;;;B004KLK4J2;0;DEFAULT;;;
MO57520;B00LSEKVME;Tea-Timer Sanduhr 2 Min/ 3 Min/ 5 Min Schwarz;;0217PIBB1KU;13. Aug;4;17/02/2015 10:45:24 MET;1;;11;;;B00LSEKVME;0;DEFAULT;;;
MO57521;B00LSEKQEC;Tea-Timer Sanduhr 2 Min/ 3 Min/ 5 Min Weiß;;0217PIBF09I;13. Mai;4;17/02/2015 10:46:11 MET;1;;11;;;B00LSEKQEC;0;DEFAULT;;;
MO57522;B00LSEKP8E;Tea-Timer Sanduhr 2 Min/ 3 Min/ 5 Min Rot;;0217PIBJ35U;12. Mai;4;17/02/2015 10:47:08 MET;1;.;11;;;B00LSEKP8E;0;DEFAULT;;;
MO62085;B008MM19LM;Japanisches Teeschalen Geschenkset;;1229QDBDOZ6;24. Jun;2;29/12/2016 16:49:36 MET;1;;11;;;B008MM19LM;0;DEFAULT;;;
MO62200;B009M0FZ0O;Teebecher Geschenkset;;1013PG3V066;25. Mai;3;13/10/2015 12:34:07 MEST;1;.;11;;;B009M0FZ0O;0;DEFAULT;;;
MO62220;B009M0G3LE;Japanisches Teebecher Geschenkset mit 4 Teeschalen von MAOCI;;0217PIHEOTO;24. Sep;6;17/02/2015 12:11:24 MET;1;.;11;;;B009M0G3LE;0;DEFAULT;;;
MO63000;B00YRSBIUC;Matcha-Schale 400ml Dunkelrot Geschenkbox;;1103PUJ2TJ6;19. Sep;4;03/11/2015 13:58:35 MET;1;.;11;;;B00YRSBIUC;0;DEFAULT;;;
MO63005;B00YRSBERY;Matcha-Schale 400ml Kobaltblau Geschenkbox;;1103PUJ75GI;19. Sep;2;03/11/2015 13:59:49 MET;1;.;11;;;B00YRSBERY;0;DEFAULT;;;
MO63645;B00NNJB5OK;Matcha-Schale 400ml schwarz/rot Geschenkbox;;1103PUNA9QC;19. Sep;4;03/11/2015 14:36:41 MET;1;.;11;;;B00NNJB5OK;0;DEFAULT;;;
MO68500;B005F3I9H8;Matcha-Besen-Halter hellgrün;;1220Q31BCQU;09. Mai;4;20/12/2016 10:39:14 MET;1;;11;;;B005F3I9H8;0;DEFAULT;;;
MO68510;B01AUKFC5W;Matcha-Besen-Halter Weiß;;1220Q31JWYO;09. Mai;10;20/12/2016 10:41:01 MET;1;;11;;;B01AUKFC5W;0;DEFAULT;;;
MO68550;B005OYEBKW;Matcha-Besen-Halter schwarz;;1220Q316VMU;09. Mai;8;20/12/2016 10:37:48 MET;1;;11;;;B005OYEBKW;0;DEFAULT;;;
MO68600;B005F3I9P0;Matcha-Besen-Halter hellblau;;1220Q35TCEU;09. Jan;3;20/12/2016 11:21:43 MET;1;;11;;;B005F3I9P0;0;DEFAULT;;;
MO69030;B015PYKY7E;Teedose Porzellan 500ml Sakurarot;;1103PUO35OO;18. Sep;3;03/11/2015 14:48:54 MET;1;.;11;;;B015PYKY7E;0;DEFAULT;;;
MO69100;B00KIMIDGS;Teebecher Geschenkset;;0217PII9SUI;24. Sep;5;17/02/2015 12:25:49 MET;1;.;11;;;B00KIMIDGS;0;DEFAULT;;;
MO69120;B00KIMIGT2;Teebecher Geschenkset;;0217PIIPCNU;24. Sep;2;17/02/2015 12:30:20 MET;1;.;11;;;B00KIMIGT2;0;DEFAULT;;;
MZ-GD7H-DPNB;B01DT8K5N6;Becks Cocoa Trinkschokolade Bio Cacao Especial No5 Tansania 250 g;;0329SQ5L03O;09. Sep;3;29/03/2017 12:06:28 MEST;1;;11;;;B01DT8K5N6;0;DEFAULT;;;
N1-BA0X-6TN8;B00KTGC44K;6er Tee Kräutertee nach Eva Aschenbrenner, 175 g Tee;;1203V7QTZU5;Sep 45;5;03/12/2019 11:52:50 MET;1;;11;;;B00KTGC44K;0;DEFAULT;;;
N4-SE30-U7SS;B01068RN9Q;Bio Shincha Yakushima Ernte 2019 - Keiko Tee;;1204V9WMDXG;22. Sep;5;04/12/2019 09:36:13 MET;1;;11;;;B01068RN9Q;0;DEFAULT;;;
NS-L0MD-2108;B00TXH5A2E;Bio Kabuse Houjicha Grüner Tee geröstet - Keiko Green Tea;;1204V9XM35E;Aug 95;6;04/12/2019 08:59:44 MET;1;;11;;;B00TXH5A2E;0;DEFAULT;;;
OA-RIDK-MV4F;B01BX23QG8;Barú White Chocolate Latte & Figurines, 1er Pack (1 x 250 g);;0730UQVTEJ2;07. Feb;4;30/07/2018 11:00:26 MEST;1;;11;;;B01BX23QG8;0;DEFAULT;;;
OH-Q041-UCD2;B01DBYQSN4;FLORAGOLD Pyramidenbeutel grüner Tee Bio Glücksdrache, 1er Pack (1 x 45 g);;1204V9XFYCU;05. Apr;11;04/12/2019 09:10:37 MET;1;;11;;;B01DBYQSN4;0;DEFAULT;;;
OL-0WK3-WZU9;B01DK85H7E;FLORAGOLD Pyramidenbeutel Kräutertee Bio Insel der Harmonie, 1er Pack (1 x 45 g);;1204V9W7SIO;05. Apr;2;04/12/2019 09:12:28 MET;1;;11;;;B01DK85H7E;0;DEFAULT;;;
OT-WJDP-JXAV;B006WYOXO2;"FLORAGOLD Pyramidenbeutel Grüner Tee Bio China ""Nebeltee"", 45 g";;1204V9Y1JHE;05. Apr;7;04/12/2019 09:32:56 MET;1;;11;;;B006WYOXO2;0;DEFAULT;;;
PPBC01;B00Q4PABPY;12 x Becks Kakao - Probierpaket Trinkschokolade;"In diesem Kakao Probierset sind 12 Sorten Becks Cocoa a 25g/ 20g wie Chili, Sinnerman (Zimt), Vanille, Marzipan, Orange, Karamell, Criollo (20g), Beet me up, Chai Om, Tansania Especial Nr. 5, Hot Winter und Minze Trinkschokolade enthalten. Das Probierpaket wird in einer versiegelten und dekorativen Präsentbox (siehe Foto) geliefert. Kakao Minze: Min. 50% Criollo Edelkakao schwach entölt, Zucker, natürliches Minzöl, Meersalz. Frei von Emulgatoren und künstlichen Zusatzstoffen. Kakao Vanille: mind. 50% Kakao, Zucker, Vanille, Meersalz. Frei von Emulgatoren und künstlichen Zusatzstoffen. Kakao Orange: 50% Criollo Edelkakao schwach entölt, Zucker, kandierte Orangeschalen, Ingwer. Kakao Zimt: Zutaten: Bio-Kakao, Bio Rohrohrzucker, Bio-Zimt (1,4%), Meersalz, Bio-Kardamom . Chai Om: Zutaten: MOLKEMILCHPULVER, MILCHPULVER, Zucker, Karamell, Kakao, Schwarzteeextrakt, Ingwer, Nelken, Kardamom, Gewürze Kakao Criollo: 100% Kakao schwach entölt. DE-ÖKO-001 Kakao Amydala: Bio Kakao, Bio Rohrzucker, Meersalz, natürliches Aroma; Frei von Emulgatoren. Bio Kakao, Kakao, Rohrzucker: nach Fairtrade-Standards gehandelt, Gesamtanteil 99% Kakao, Rohrzucker mit Mengenausgleich.. Kakao Karamell: Min. 40% Criollo Edelkakao schwach entölt, Zucker, Karamell, natürliches Bio Karamellaroma, Meersalz. Kakao Chili: 50% Criollo Edelkakao schwach entölt, Zucker, Chilischoten, Meersalz. Hot Winter: Bio Kakao, Bio Rohrzucker, Meersalz, Bio Zimt, Bio Marcis, Bio Nelken, Bio Piment, Bio Muskatnuss, Bis Kardamom, Bio Ingwer, Bio Cayennepfeffer. Frei von Emulgatoren ! Kakao und Rohrzucker nach Fairtrade Standards gehandelt. Cacao Especial No5 Tansania: Bio Kakao, Bio Rohrzucker. Beet me up: Bio Kakao, Bio Rohrzucker, Bio rote BeetePulver (11%), Meersalz, BIO SENFPULVER, Bio PimentPulver, Bio Wacholderbeeren Pulver, Bio Nelken Pulver.";1125OOUZN3O;19.95;19;25/11/2014 12:26:17 MET;3;;11;;;612524229463;0;DEFAULT;;;
PPCS01;B00N2NUZZW;Celestial Seasonings Teebeutel Probierpaket mit 72 Aufgußbeutel;72 verschweißte Premium Teebeutel in 10 verschiedenen Teesorten von Celestial Seasonings Tee - 100% Natural Teas. Auch als Geschenk für Teeliebhaber eignet sich dieses Probierpaket ideal - Sie bestellen und wir verschicken es in Ihrem Auftrag an Ihren Geschenkempfänger. In jedem Probierpaket sind Früchtetees und Kräutertees enthalten. Folgende Sorten sind im Probierpaket enthalten: Kräutertee: Sleepytime, Honey-Vanilla-Chamomile, Peppermint, Chamomile. Früchtetee: Lemon Zinger, Black-Cherry-Berry, True-Blueberry, Raspberry-Zinger, Country-Peach-Passion, Wild-Berry Zinger. (Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten).;0827O8J4RFI;16.95;3;27/08/2014 10:43:13 MEST;3;.;11;;;612524229692;0;DEFAULT;;;
PPE01-TEAWORLD;B00N8ZS79K;6x50g Earl Grey Probierpaket - Tee kaufen leicht gemacht;6x50g Earl Grey Tee Probierpaket. In diesem Earl Grey Tee Probierpaket sind 6 Earl Grey (Schwarzer Tee) Teesorten mit jeweils 50g Tee enthalten. Lassen Sie sich überraschen von der leckeren Vielfalt und bestellen noch heute Ihr Earl Grey Probierpaket in unserem Tee Shop. Das Probierpaket wird in einer versiegelten Präsentbox geliefert. (Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten).;0902ONI8PM0;13. Sep;5;02/09/2014 14:09:27 MEST;3;.;11;;;612524229562;0;DEFAULT;;;
PPF01-TEAWORLD;B00N2TTZ2K;8x50g Früchtetee Probierpaket - Tee kaufen leicht gemacht;8x50g Früchtetee. In diesem Früchtetee Probierpaket sind 8 Früchtetee-Sorten mit jeweils 50g Früchtetee enthalten. Lassen Sie sich überraschen von der leckeren Vielfalt und bestellen noch heute Ihr Probierpaket. Das Probierpaket wird in einer versiegelten Präsentbox geliefert. (Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten).;0827O8WUC7C;17. Mai;1;27/08/2014 14:08:56 MEST;3;.;11;;;612524229517;0;DEFAULT;;;
PPG01-TEAWORLD;B00N2TW108;8x50g Grüner Tee (aromatisiert) Probierpaket;8x50g Grüntee (aromatisiert) In diesem Grüntee Probierpaket sind 8 Grüntee (aromatisiert) Sorten mit jeweils 50g aromatisierten Grüntee enthalten. Lassen Sie sich überraschen von der leckeren Vielfalt und bestellen noch heute Ihr Probierpaket. Das Probierpaket wird in einer versiegelten Präsentbox geliefert. Tee probieren leicht gemacht. (Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten).;0827O8X26ZC;19. Apr;9;27/08/2014 14:12:36 MEST;3;.;11;;;612524229500;0;DEFAULT;;;
PPHB01-TEAWORLD;B00NEPFT9A;6x50g Honeybush Tee Probierpaket Tee kaufen leicht gemacht;Dieses leckere und koffeinfreie Probierpaket enthält 6x50g der aktuellsten und beliebtesten Honigbuschtee Sorten. Das Probierpaket wird in einer versiegelten Präsentbox geliefert. (Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten). Was ist denn Honeybush Tee? Die Honigbüsche (Cyclopia), engl. „honeybush“, sind eine Pflanzengattung, die zur Unterfamilie der Schmetterlingsblütler (Faboideae) innerhalb der Familie der Hülsenfrüchtler (Fabaceae) gehört. Die Gattung umfasst etwa 20 bis 25 Arten von Sträuchern in der Kapflora (Capensis) Südafrikas, also in den Küstenbezirken der Provinzen Westkap und Ostkap. Im Aussehen sind die Honigbusch-Arten dem Rooibos (Aspalathus linearis) ähnlich. Sowohl der Strauch, als auch die Blüten werden für die Herstellung von Honigbusch-Tee verwendet. Die Blüten verbreiten einen „Honig“-Geruch, weshalb der Tee während der Blüte geerntet wird, da in dieser Zeit das Aroma am süßesten ist. Aufgrund seines sehr niedrigen Anteils an Gerbsäure ist der Honigbuschtee sehr wohltuend und bekömmlich und ist frei von Koffein. Für den Honigbusch-Tee wird vor allem Cyclopia intermedia geerntet.;0908O82QH0C;14.95;8;08/09/2014 16:36:45 MEST;3;.;11;;;612524229579;0;DEFAULT;;;
