Händler-SKU;ASIN 1;Artikelbezeichnung;Artikelbeschreibung;Angebotsnummer;Preis;Menge;Erstellungsdatum;Produkt-ID-Typ;Anmerkung zum Artikel;Artikelzustand;Internationaler Versand;Expressversand;Produkt-ID;Anzahl Bestellungen;Versender;Standardpreis;Produktsteuerschlüssel;Nettopreis
V10760;B00F3OADXW;Gourmesso Ristretto Blend Forte - 10 Nespresso Compatible Coffee Capsules - Fair Trade | High Intensity;;0901SYGPQ5O;Feb 79;53;01/09/2017 14:06:58 MEST;1;;11;;;B00F3OADXW;0;DEFAULT;;;
V10822;B00IJHZGFA;Bengal Spice Retail 6 Pack;;1120SYJLS8C;19;4;20/11/2017 10:38:56 MET;1;;11;;;B00IJHZGFA;0;DEFAULT;;;
V10993;B000HYWD4A;David Rio - Tiger Spice Chai, Pappwickeldose (1 x 1.814 kg);;1219UGMHKGU;39.9;4;19/12/2018 13:12:48 MET;1;;11;;;B000HYWD4A;0;DEFAULT;;;
V10996;B002JDOQYC;David Rio - Tortoise Green Tea Chai, Pappwickeldose (1 x 1.814 kg);;1219UJL0WYH;39.9;2;19/12/2018 13:17:45 MET;1;;11;;;B002JDOQYC;0;DEFAULT;;;
V10997;B0007A8XV6;David Rio - Flamingo Vanilla Chai, Pappwickeldose (1 x 1.52 kg);;1219UJJSW49;39.9;2;19/12/2018 13:20:49 MET;1;;11;;;B0007A8XV6;0;DEFAULT;;;
V11115;B00176MN6U;Tiger Spice Decaf Chai - David Rio Chai, 1er Pack (1 x 398 g);;1011SFT9OWU;09. Sep;16;11/10/2017 09:18:37 MEST;1;;11;;;B00176MN6U;0;DEFAULT;;;
V11274;B087D17CWH;Bio Beerenkuss milder Früchtetee 1kg;Dieser BIO-Tee macht seinem Namen alle Ehre: Die starke hellrote Farbe sowie der Duft und Geschmack des Aufgusses erinnert an die schmackhaften Früchte – die Beeren. Die Mischung beinhaltet neben natürlichen Aromen Weinbeeren, Himbeeren und Erdbeer-, Rote Beete-, Apfel- und Karottenstücke aus kontrolliert biologischem Anbau DE-001 ÖKO. Das Besondere neben dem ausdrucksstarken Geschmack ist, dass der Tee durch seinen milden Charakter wenig sauer ist und sich somit sehr bekömmlich zeigt. Er bietet sicher auch für Kinder eine Alternative für süße Fruchtsäfte.;0421XZRL1RF;38.5;3;21/04/2020 12:33:31 MEST;3;;11;;;758913511679;0;DEFAULT;;;
V11336;B014WIQALI;Becks Spice Bio Chai OM Dose 250 g;;1217USJ9M20;09. Sep;6;17/12/2018 10:58:20 MET;1;;11;;;B014WIQALI;0;DEFAULT;;;
V11419100;B0759KK73N;Sweet Mango Grüner Tee - Teaworld's Nr.4 (100g);In Anlehnung an den Topseller-Früchtetee „Mango and Friends“ haben wir für Sie diesen Grüntee kreiert. Das fruchtige Geschmackserlebnis lässt sich hierbei schon durch den Duft des losen Tees erahnen. Der Grüntee entfaltet im Beisein von Färberdistel und Ringelblumenblüten seine leicht herben Geschmacksnuancen im perfekten Verhältnis zum fruchtig-frischen Aroma von Ananas, Mango, Orange, Mandarinenorangen und Erdbeeren. Ein süßer, exotischer Genuss! HINWEIS: Tasse, Kanne sind nicht im Lieferumfang enthalten !;0901SXIQC7O;04. Sep;49;01/09/2017 10:27:31 MEST;3;;11;;;737069840789;0;DEFAULT;;;
V114191KG;B0759GYQ3W;Sweet Mango Grüner Tee - Teaworld's Nr.4 (1000g);In Anlehnung an den Topseller-Früchtetee „Mango and Friends“ haben wir für Sie diesen Grüntee kreiert. Das fruchtige Geschmackserlebnis lässt sich hierbei schon durch den Duft des losen Tees erahnen. Der Grüntee entfaltet im Beisein von Färberdistel und Ringelblumenblüten seine leicht herben Geschmacksnuancen im perfekten Verhältnis zum fruchtig-frischen Aroma von Ananas, Mango, Orange, Mandarinenorangen und Erdbeeren. Ein süßer, exotischer Genuss! HINWEIS: Tasse, Kanne sind nicht im Lieferumfang enthalten !;0901SXIQAOO;42.5;4;01/09/2017 10:27:30 MEST;3;;11;;;737069840819;0;DEFAULT;;;
V11419250;B07594L5J3;Sweet Mango Grüner Tee - Teaworld's Nr.4 (250g);In Anlehnung an den Topseller-Früchtetee „Mango and Friends“ haben wir für Sie diesen Grüntee kreiert. Das fruchtige Geschmackserlebnis lässt sich hierbei schon durch den Duft des losen Tees erahnen. Der Grüntee entfaltet im Beisein von Färberdistel und Ringelblumenblüten seine leicht herben Geschmacksnuancen im perfekten Verhältnis zum fruchtig-frischen Aroma von Ananas, Mango, Orange, Mandarinenorangen und Erdbeeren. Ein süßer, exotischer Genuss! HINWEIS: Tasse, Kanne sind nicht im Lieferumfang enthalten !;0901SXIQ8AU;11. Mai;19;01/09/2017 10:27:28 MEST;3;;11;;;737069840796;0;DEFAULT;;;
V11419500;B0759K8J5Z;Sweet Mango Grüner Tee - Teaworld's Nr.4 (500g);In Anlehnung an den Topseller-Früchtetee „Mango and Friends“ haben wir für Sie diesen Grüntee kreiert. Das fruchtige Geschmackserlebnis lässt sich hierbei schon durch den Duft des losen Tees erahnen. Der Grüntee entfaltet im Beisein von Färberdistel und Ringelblumenblüten seine leicht herben Geschmacksnuancen im perfekten Verhältnis zum fruchtig-frischen Aroma von Ananas, Mango, Orange, Mandarinenorangen und Erdbeeren. Ein süßer, exotischer Genuss! HINWEIS: Tasse, Kanne sind nicht im Lieferumfang enthalten !;0901SXIQ82I;21. Sep;9;01/09/2017 10:27:28 MEST;3;;11;;;737069840802;0;DEFAULT;;;
V11499;B00XRWRCRW;1kg - frischer Aroma-Röstkaffee - Café Cult - Happy Haselnuss - ganze Bohnen;;0704UKYKR7G;27. Sep;3;04/07/2018 09:50:35 MEST;1;;11;;;B00XRWRCRW;0;DEFAULT;;;
V11566100;B077MCP2NF;WEIHNACHTSFRÜCHTE® - Früchtetee (100g);Früchtetee, aromatisiert Beschreibung: mit Vanille-Zimt-Geschmack Zutaten: Hibiskusblüten, Apfelstücke, Weinbeeren, Orangenschalen, Hagebuttenschalen, kandierte Ananasstücke (Ananas, Zucker), Holunderbeeren, Aroma, kandierte Papayastücke (Papaya, Zucker), Mandelflakes, Zimtrinde(1%), schwarze Johannisbeeren;1120SYQN5T0;03. Jul;15;20/11/2017 11:29:08 MET;3;;11;;;737069841113;0;DEFAULT;;;
V115661KG;B077MJWPK7;WEIHNACHTSFRÜCHTE® - Früchtetee (1000g);Früchtetee, aromatisiert Beschreibung: mit Vanille-Zimt-Geschmack Zutaten: Hibiskusblüten, Apfelstücke, Weinbeeren, Orangenschalen, Hagebuttenschalen, kandierte Ananasstücke (Ananas, Zucker), Holunderbeeren, Aroma, kandierte Papayastücke (Papaya, Zucker), Mandelflakes, Zimtrinde(1%), schwarze Johannisbeeren;1120SYQN4A0;32.5;1;20/11/2017 11:29:08 MET;3;;11;;;737069841144;0;DEFAULT;;;
V11566250;B077MK14BX;WEIHNACHTSFRÜCHTE® - Früchtetee (250g);Früchtetee, aromatisiert Beschreibung: mit Vanille-Zimt-Geschmack Zutaten: Hibiskusblüten, Apfelstücke, Weinbeeren, Orangenschalen, Hagebuttenschalen, kandierte Ananasstücke (Ananas, Zucker), Holunderbeeren, Aroma, kandierte Papayastücke (Papaya, Zucker), Mandelflakes, Zimtrinde(1%), schwarze Johannisbeeren;1120SYQN24I;08. Sep;6;20/11/2017 11:29:08 MET;3;;11;;;737069841120;0;DEFAULT;;;
V11566500;B077M6WNW2;WEIHNACHTSFRÜCHTE® - Früchtetee (500g);Früchtetee, aromatisiert Beschreibung: mit Vanille-Zimt-Geschmack Zutaten: Hibiskusblüten, Apfelstücke, Weinbeeren, Orangenschalen, Hagebuttenschalen, kandierte Ananasstücke (Ananas, Zucker), Holunderbeeren, Aroma, kandierte Papayastücke (Papaya, Zucker), Mandelflakes, Zimtrinde(1%), schwarze Johannisbeeren;1120SYQN50O;16. Sep;3;20/11/2017 11:29:09 MET;3;;11;;;737069841137;0;DEFAULT;;;
V11591;B01N016PVS;Bengal Spice - 20 Teebeutel Kräutertee - Celestial Seasonings Tea;;1120SYJL5TO;Mrz 99;30;20/11/2017 10:38:56 MET;1;;11;;;B01N016PVS;0;DEFAULT;;;
V11714100;B075KHNWGD;Kaminfeuer® Früchteteemischung - DAS ORIGINAL (100g);Kaminfeuer - Früchtetee - DAS ORIGINAL Der wohl am meisten bekannte Früchtetee mit echter Bourbon Vanille und würzigem Zimtgeschmack. Nicht nur zur Winter- und Weihnachtssaison erfreut sich das Original unter den Früchtetees großer Beliebtheit! Der würzige Geschmack von Zimt wird durch die Süße des Rooibusch-Tees und natürlicher Vanillestücke veredelt. Zutaten: Apfelstücke, Hibiskusblüten, Hagebuttenschalen, MANDELN gehackt, Zimt, Rooibusch-Tee, natürliches Aroma, Vanillestücke Allergene: Allergene werden in der Zutatenliste in GROSSBUCHSTABEN dargestellt.;0912SAAUT86;03. Sep;58;12/09/2017 17:11:46 MEST;3;;11;;;737069840901;0;DEFAULT;;;
V117141KG;B075KB88ZF;Kaminfeuer® Früchteteemischung - DAS ORIGINAL (1000g);Kaminfeuer - Früchtetee - DAS ORIGINAL Der wohl am meisten bekannte Früchtetee mit echter Bourbon Vanille und würzigem Zimtgeschmack. Nicht nur zur Winter- und Weihnachtssaison erfreut sich das Original unter den Früchtetees großer Beliebtheit! Der würzige Geschmack von Zimt wird durch die Süße des Rooibusch-Tees und natürlicher Vanillestücke veredelt. Zutaten: Apfelstücke, Hibiskusblüten, Hagebuttenschalen, MANDELN gehackt, Zimt, Rooibusch-Tee, natürliches Aroma, Vanillestücke Allergene: Allergene werden in der Zutatenliste in GROSSBUCHSTABEN dargestellt.;0912SAADMNU;33.9;5;12/09/2017 17:02:52 MEST;3;;11;;;737069840895;0;DEFAULT;;;
V11714250;B075KMTNMZ;Kaminfeuer® Früchteteemischung - DAS ORIGINAL (250g);Kaminfeuer - Früchtetee - DAS ORIGINAL Der wohl am meisten bekannte Früchtetee mit echter Bourbon Vanille und würzigem Zimtgeschmack. Nicht nur zur Winter- und Weihnachtssaison erfreut sich das Original unter den Früchtetees großer Beliebtheit! Der würzige Geschmack von Zimt wird durch die Süße des Rooibusch-Tees und natürlicher Vanillestücke veredelt. Zutaten: Apfelstücke, Hibiskusblüten, Hagebuttenschalen, MANDELN gehackt, Zimt, Rooibusch-Tee, natürliches Aroma, Vanillestücke Allergene: Allergene werden in der Zutatenliste in GROSSBUCHSTABEN dargestellt.;0912SAADP7I;09. Feb;23;12/09/2017 17:02:52 MEST;3;;11;;;737069840871;0;DEFAULT;;;
V11714500;B075KPSDLD;Kaminfeuer® Früchteteemischung - DAS ORIGINAL (500g);Kaminfeuer - Früchtetee - DAS ORIGINAL Der wohl am meisten bekannte Früchtetee mit echter Bourbon Vanille und würzigem Zimtgeschmack. Nicht nur zur Winter- und Weihnachtssaison erfreut sich das Original unter den Früchtetees großer Beliebtheit! Der würzige Geschmack von Zimt wird durch die Süße des Rooibusch-Tees und natürlicher Vanillestücke veredelt. Zutaten: Apfelstücke, Hibiskusblüten, Hagebuttenschalen, MANDELN gehackt, Zimt, Rooibusch-Tee, natürliches Aroma, Vanillestücke Allergene: Allergene werden in der Zutatenliste in GROSSBUCHSTABEN dargestellt.;0912SAADQ2C;17. Mai;11;12/09/2017 17:02:52 MEST;3;;11;;;737069840888;0;DEFAULT;;;
V11754;B0081S6A16;"Eisteezubereiter ""Assunta"" 1,5 l";;0807SBHU85C;27. Aug;3;07/08/2017 13:12:30 MEST;1;;11;;;B0081S6A16;0;DEFAULT;;;
V11779100;B075MGG9SW;Sweet Unicorn - milder Früchtetee (100g);Sweet Unicorn - der ideale Früchtetee für Kinder und Einhorn-Fans. Früchtetee mit weißen und rosa Zucker-Einhörnern und einem angenehmen Vanille-Geschmack.;0914SM6QQ8U;03. Sep;23;14/09/2017 14:35:51 MEST;3;;11;;;737069840956;0;DEFAULT;;;
V117791KG;B075MGP77M;Sweet Unicorn -milder Früchtetee (1000g);Sweet Unicorn - der ideale Früchtetee für Kinder und Einhorn-Fans. Früchtetee mit weißen und rosa Zucker-Einhörnern und einem angenehmen Vanille-Geschmack.;0914SM6QXDI;33.9;2;14/09/2017 14:35:51 MEST;3;;11;;;737069840987;0;DEFAULT;;;
V11779250;B075MFV486;Sweet Unicorn - milder Früchtetee (250g);Sweet Unicorn - der ideale Früchtetee für Kinder und Einhorn-Fans. Früchtetee mit weißen und rosa Zucker-Einhörnern und einem angenehmen Vanille-Geschmack.;0914SM6QQ5I;09. Feb;9;14/09/2017 14:35:51 MEST;3;;11;;;737069840963;0;DEFAULT;;;
V11779500;B075MHL3MK;Sweet Unicorn - milder Früchtetee (500g);Sweet Unicorn - der ideale Früchtetee für Kinder und Einhorn-Fans. Früchtetee mit weißen und rosa Zucker-Einhörnern und einem angenehmen Vanille-Geschmack.;0914SM6QQKI;17. Mai;4;14/09/2017 14:35:51 MEST;3;;11;;;737069840970;0;DEFAULT;;;
V11786100;B075TCRRM8;Weiß/Grüntee Prickel-Pfirsich mit Pfirsich-Sekt-Note aromatisiert (100g);Weißer Tee und grüner Tee mit Pfirsich-Sekt Geschmack. Der Geschmack von frischem Pfirsichpüree im Sektkelch, aufgefüllt mit fröhlichem Prickelwasser, bringt Feierlaune mit sich. Stoßen auch Sie mit uns an und lassen Sie sich von süßen, reifen Trauben- und Pfirsichnoten begeistern, die sich auch in der Optik in Weinbeeren und rot-goldenem Pfirsich-Crunchy widerspiegeln. Die edle Basis aus weißem und grünen Tee harmoniert aufs Beste mit unserem Sektempfang.;0921SJN9PTC;04. Apr;15;21/09/2017 12:02:47 MEST;3;;11;;;737069841045;0;DEFAULT;;;
V117861KG;B075T5F2JJ;Weiß/Grüntee Prickel-Pfirsich mit Pfirsich-Sekt-Note aromatisiert (1000g);Weißer Tee und grüner Tee mit Pfirsich-Sekt Geschmack. Der Geschmack von frischem Pfirsichpüree im Sektkelch, aufgefüllt mit fröhlichem Prickelwasser, bringt Feierlaune mit sich. Stoßen auch Sie mit uns an und lassen Sie sich von süßen, reifen Trauben- und Pfirsichnoten begeistern, die sich auch in der Optik in Weinbeeren und rot-goldenem Pfirsich-Crunchy widerspiegeln. Die edle Basis aus weißem und grünen Tee harmoniert aufs Beste mit unserem Sektempfang.;0921SJN9PZ6;38.5;1;21/09/2017 12:02:47 MEST;3;;11;;;737069841076;0;DEFAULT;;;
V11786250;B075T78GN4;Weiß/Grüntee Prickel-Pfirsich mit Pfirsich-Sekt-Note aromatisiert (250g);Weißer Tee und grüner Tee mit Pfirsich-Sekt Geschmack. Der Geschmack von frischem Pfirsichpüree im Sektkelch, aufgefüllt mit fröhlichem Prickelwasser, bringt Feierlaune mit sich. Stoßen auch Sie mit uns an und lassen Sie sich von süßen, reifen Trauben- und Pfirsichnoten begeistern, die sich auch in der Optik in Weinbeeren und rot-goldenem Pfirsich-Crunchy widerspiegeln. Die edle Basis aus weißem und grünen Tee harmoniert aufs Beste mit unserem Sektempfang.;0921SJN9QKU;10. Apr;6;21/09/2017 12:02:47 MEST;3;;11;;;737069841052;0;DEFAULT;;;
V11786500;B075T91G24;Weiß/Grüntee Prickel-Pfirsich mit Pfirsich-Sekt-Note aromatisiert (500g);Weißer Tee und grüner Tee mit Pfirsich-Sekt Geschmack. Der Geschmack von frischem Pfirsichpüree im Sektkelch, aufgefüllt mit fröhlichem Prickelwasser, bringt Feierlaune mit sich. Stoßen auch Sie mit uns an und lassen Sie sich von süßen, reifen Trauben- und Pfirsichnoten begeistern, die sich auch in der Optik in Weinbeeren und rot-goldenem Pfirsich-Crunchy widerspiegeln. Die edle Basis aus weißem und grünen Tee harmoniert aufs Beste mit unserem Sektempfang.;0921SJN9PXI;19. Sep;3;21/09/2017 12:02:47 MEST;3;;11;;;737069841069;0;DEFAULT;;;
V11801;B00M8YWOT6;Creano doppelwandiges Tee-Glas, Latte Macchiato, Thermobecher Blume des Lebens | 250ml, in exklusiver Geschenkbox;;1010SB979GC;12. Sep;5;10/10/2017 11:01:04 MEST;1;;11;;;B00M8YWOT6;0;DEFAULT;;;
V11890100;B07JVFT7XT;Teaworld's Chai - Nr.5 (100g);Anspruchsvolle Chai -Mischung , nach einer in Jaipur (Nordindien) gefundenen und sehr alten, traditionellen Rezeptur. Verzaubernde, milde und entspannte Leichte. Wer danach strebt wird mit dieser Chai Komposition glücklich. Die sanften Einflüsse wirken harmonisierend trotz der geschmacklichen Präsenz der Komponenten. Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten.;1009UJSGADJ;03. Sep;92;09/10/2018 11:17:13 MEST;3;;11;;;758913511471;0;DEFAULT;;;
V118901KG;B07J5D2SH6;Teaworld's Chai - Nr.5 (1000g);Anspruchsvolle Chai -Mischung , nach einer in Jaipur (Nordindien) gefundenen und sehr alten, traditionellen Rezeptur. Verzaubernde, milde und entspannte Leichte. Wer danach strebt wird mit dieser Chai Komposition glücklich. Die sanften Einflüsse wirken harmonisierend trotz der geschmacklichen Präsenz der Komponenten. Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten.;1009UIGUVQ2;33.9;9;09/10/2018 11:17:14 MEST;3;;11;;;758913511501;0;DEFAULT;;;
V11890250;B07JVCPP1T;Teaworld's Chai - Nr.5 (250g);Anspruchsvolle Chai -Mischung , nach einer in Jaipur (Nordindien) gefundenen und sehr alten, traditionellen Rezeptur. Verzaubernde, milde und entspannte Leichte. Wer danach strebt wird mit dieser Chai Komposition glücklich. Die sanften Einflüsse wirken harmonisierend trotz der geschmacklichen Präsenz der Komponenten. Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten.;1009UN1XX6J;09. Feb;37;09/10/2018 11:17:14 MEST;3;;11;;;758913511488;0;DEFAULT;;;
V11890500;B07J4MZYZZ;Teaworld's Chai - Nr.5 (500g);Anspruchsvolle Chai -Mischung , nach einer in Jaipur (Nordindien) gefundenen und sehr alten, traditionellen Rezeptur. Verzaubernde, milde und entspannte Leichte. Wer danach strebt wird mit dieser Chai Komposition glücklich. Die sanften Einflüsse wirken harmonisierend trotz der geschmacklichen Präsenz der Komponenten. Die Tasse auf dem Foto ist nicht im Lieferumfang enthalten.;1009UJTFT4G;17. Mai;18;09/10/2018 11:17:13 MEST;3;;11;;;758913511495;0;DEFAULT;;;
V15003;B076QCF3G3;1 Gourmet-Vanilleschote im Glasröhrchen, 100% natürlich;1 Gourmet-Vanilleschote im Glasröhrchen, 100 % natürlich, ca. 14 cm lang;1024SDQLLK0;06. Mai;16;24/10/2017 13:02:23 MEST;3;;11;;;737069841106;0;DEFAULT;;;
V15005;B072K6BCJN;"Shamila® ""Iced Tea Bottle";;1024SEDR4C6;22.95;3;24/10/2017 15:32:09 MEST;1;;11;;;B072K6BCJN;0;DEFAULT;;;
V15006;B076QF4LRF;Bio Matcha Chai, 30g;Matcha Chai ist eine Mischung aus Grünem Matcha Tee und Gewürzen. Geschmack: Grüntee mit feiner Gewürznote.;1024SEJ7OAC;14. Sep;2;24/10/2017 16:00:15 MEST;4;;11;;;4004986623266;0;DEFAULT;;;
V15013;B071V57R7X;Könitz 4er Geschenkset - Winter Cottage;;1117SM07XHI;19. Mai;3;17/11/2017 14:10:44 MET;1;;11;;;B071V57R7X;0;DEFAULT;;;
V15075250;B001PY4UMO;Café Cult Vanilla Cream 250g;;0704UL14VNM;Aug 95;5;04/07/2018 10:49:28 MEST;1;;11;;;B001PY4UMO;0;DEFAULT;;;
V15076250;B0045LYZ8S;Cafe Cult Kaffeebohnen Happy Haselnuss 250g;;0704UL08YLQ;09. Mrz;3;04/07/2018 10:17:28 MEST;1;;11;;;B0045LYZ8S;0;DEFAULT;;;
V15077250;B07DPN1314;Irish Cream Kaffee Aromatisiert Größe 250 g;;0704UKZI5QE;09. Apr;6;04/07/2018 10:33:00 MEST;1;;11;;;B07DPN1314;0;DEFAULT;;;
V150781KG;B00FPQCU48;Cafe Cult Chocolate Cream Kaffee - 1KG ganze Bohne;;0704UKZAS52;27. Sep;2;04/07/2018 10:08:58 MEST;1;;11;;;B00FPQCU48;0;DEFAULT;;;
V150791KG;B00H26RJPY;1kg - frischer Aroma-Röstkaffee - Café Cult - Türkischer Honig - ganze Bohnen;;0704UKY5WJC;27. Sep;2;04/07/2018 10:11:32 MEST;1;;11;;;B00H26RJPY;0;DEFAULT;;;
V15079250;B07DPMV7PF;Aromatisierter Kaffee Türkischer Honig Größe 250 g;;0704UKZAL4K;07. Sep;3;04/07/2018 10:36:07 MEST;1;;11;;;B07DPMV7PF;0;DEFAULT;;;
V15095;B00121XD8W;Aktuell Darjeeling FTGFOP1 Classic, 1er Pack (1 x 1 kg);;0704UL1XUDS;23. Mai;10;04/07/2018 12:08:16 MEST;1;;11;;;B00121XD8W;0;DEFAULT;;;
V15096;B00OORJX4O;Schwarztee Darjeeling first flush FTGFOP I 500g bio;Ein schwarzer Tee aus Darjeeling aus erster Pflückung (first flush) mit mild-aromatischem Geschmack und heller Tasse, aus kontrolliert biologischem Anbau DE-005-ÖKO Rückstandskontrolliert: Es wurde auf ca. 400 Pestizide aus den folgenden Substanzen geprüft: - Organochlorpestizide - Organophosphorpestizide - Pyrethroide und weitere Pestizide ERGEBNIS: Es wurden keine Pestizid Rückstände festgestellt !;0712UXFL3MT;19. Sep;10;12/07/2018 12:04:28 MEST;1;;11;;;B00OORJX4O;0;DEFAULT;;;
V15098;B00C6O3GUO;Omkafe Kaffee Espresso - Diamante (Superbar) - Bohnen 1000g;;0710UU4NTOG;27. Sep;6;10/07/2018 13:32:38 MEST;1;;11;;;B00C6O3GUO;0;DEFAULT;;;
V15099;B07C5TMPJ7;Könitz Becher Coffee Talk;;0712UXBGMEK;09. Sep;3;12/07/2018 10:30:38 MEST;1;;11;;;B07C5TMPJ7;0;DEFAULT;;;
V15101;B01D040V88;Omkafe Platino 1kg Espresso;KOMPOSITION: 92% Arabica Kaffee - 8% Robusta Kaffee HERKUNFT: Brasilien Cerrado, Brasilien descascado Mogiana, Kolumbien Supremo, Guatemala Huehuerenango, Uganda Bugishu, Indien Kapee Royale DUFTNOTEN: Milchschokolade, Honig und gelbe Früchte KOFFEIN: 1,15% AUSWAHL UND QUALITÄTSKONTROLLE: Die aus professionellen Verkostern zusammengesetzte Kommission von Omkafè wählt und kontrolliert sämtliche Kaffeepartien von der Beschaffung bis zum Verkauf kontinuierlich. RÖSTUNG: Für jedes Produkt gibt es spezifische Röstrezepte, damit die Aromen voll zur Entfaltung kommen. Langsame Röstung “all’italiana” im traditionellem Trommelröster. Laseranalyse, um den Röstungsgrad im Innern der Bohne zu kontrollieren. VERPACKUNG Die Kaffeemischungen werden erst verpackt, wenn die gewünschte Qualität erreicht ist. Um Duft und Frische optimal zu bewahren, werden unsere Packungen mit dem Schutzgas Stickstoff gefüllt. Das blockiert den Alterungsprozess und erhält die Aromen langfristig. Stickstoff ist kein Zusatzstoff. Es bildet zu beinahe 80% die Luft, die wir einatmen, und löst sich sofort nach dem Öffnen der Packung in der Luft auf.;0712UXCD13R;26. Sep;3;12/07/2018 11:00:46 MEST;1;;11;;;B01D040V88;0;DEFAULT;;;
V15102;B00M9VFIKK;Neu Omkafe Perla Kaffeebohnen | Kaffeegenuss wie in Italien | italienische Familienrösterei;;0712UXDOEIP;28. Sep;5;12/07/2018 11:45:07 MEST;1;;11;;;B00M9VFIKK;0;DEFAULT;;;
V15106;B0042SB12C;Tee-Vorratsdose Black Jap 1kg;;0717U43ZK8Q;12. Sep;5;17/07/2018 12:02:21 MEST;1;;11;;;B0042SB12C;0;DEFAULT;;;
V15107;B0044WUFJ6;Tee-Vorratsdose Blau 1,5kg;;0717U44RQL8;15. Sep;9;17/07/2018 12:20:04 MEST;1;;11;;;B0044WUFJ6;0;DEFAULT;;;
V15108;B001A5I7E0;"Tee-/Kaffee-Zubereiter ""Leon"", French-Press ; 0,75L";;0717U45NL5G;32;2;17/07/2018 13:10:16 MEST;1;;11;;;B001A5I7E0;0;DEFAULT;;;
V15109;B010NURW5M;TEASOUL Praktische und Elegante Kanne Kaffee Topf Leon, None;;0717U472K34;18. Sep;2;17/07/2018 13:09:21 MEST;1;;11;;;B010NURW5M;0;DEFAULT;;;
V15110;B006OK4S12;Kaffeemühle Vico;;0717U47SALA;48.9;1;17/07/2018 13:08:01 MEST;1;;11;;;B006OK4S12;0;DEFAULT;;;
V15113;B079WZ9D13;"Dose ""Loreen"" 500g eckig mit Bügelaromaverschluss 195 x 115 x 80 mm";;0724UG6U7WO;10. Mai;18;24/07/2018 10:29:42 MEST;1;;11;;;B079WZ9D13;0;DEFAULT;;;
V15114;B079X3JL92;"Dose ""Loreen"" 250g, rund mit Bügelaromaverschluss H 165 mm, Ø 103 mm";;0724UG638UV;09. Sep;8;24/07/2018 10:36:09 MEST;1;;11;;;B079X3JL92;0;DEFAULT;;;
V15115;B079YXJ8BN;"Edelstahldose ""Azurro"" rund, mit Stülpdeckel für Kaffee, 350g. ca. H 17,2 cm, Ø 12 cm";;0724UG9PF4A;14. Sep;4;24/07/2018 11:24:10 MEST;1;;11;;;B079YXJ8BN;0;DEFAULT;;;
V15116;B07G9FG5VJ;"Becher""Rufus"" New Bone China 0,25 l, in Geschenkdose mit Schlüssel";;0904UHSJRFR;13. Sep;5;04/09/2018 10:30:17 MEST;1;;11;;;B07G9FG5VJ;0;DEFAULT;;;
V15117;B01D02OII4;BARU Fluffy Marshmallow Chocolate Pulver 250 g;;0724UGDJL6Y;07. Feb;3;24/07/2018 12:32:08 MEST;1;;11;;;B01D02OII4;0;DEFAULT;;;
V15130;B07GFKRYWM;Traditionelle dunkle Bio Trinkschokolade mit Vanille - MASSIVE Becks Cocoa 1500g;Aus Nude entstand Massive, unser Klassiker als pure Milchschokolade. Echte Bourbonvanille aus biologischem und fair gehandeltem Ursprung. 35% Kakaogehalt. Trinkschokolade mit Vanille in seiner reinsten Form. Angenehm mild und trotzdem präsent, wohlfühlweich und lieblich. Kakao mit Vanille Geschmackston: Kakao mit dezentem Vanillegeschmack. Geruchston: schokoladige Noten. Anmerkung: Vanille dient lediglich zur Geschmacksabrundung.;0814UH2P8SJ;44.9;2;14/08/2018 12:38:42 MEST;4;;11;;;4016600112711;0;DEFAULT;;;
V15137;B07F3FFXYB;Peugeot Paris Press Kaffeemühle und Kaffeebereiter in einem, Edelstahl, Kunststoff, Glas, 1;;0904UHRPR16;120;2;04/09/2018 10:50:27 MEST;1;;11;;;B07F3FFXYB;0;DEFAULT;;;
V15138;B07H7NB914;Familien Probierset Trinkschokolade mit 9x5 Portionspackungen;9x5 feinste Kakaosorten, Trinkschokoladen aus dem Hause Monbana im Portionsbeutel für jeweils eine große Tasse zum probieren. Entdecken Sie aus der Trinkschokoladen Vielfalt Ihren neuen Favoriten. Das Kakao Probierset eignet sich auch sehr gut zum verschenken. 9 x 5 Probierpackungen Monbana Chocolate Powder aus Frankreich. Trinkschokolade in Portionsbeuteln, min. 32 % Kakao. Inhalt je Probierset: 950g (45 Portionsbeutel á 20-25g). Inhalt: Chocolat en poudre Tradition (der Bestseller von Mobana), Tresor de Chocolat (33% Kakao), Supreme de Chocolate (32% Kakao), Bio Fairtrade Chocolate Powder (32%), Caramel, Spices (Gewürzen), Orange, Vanille, Mandel. Probieren Sie alle Sorten. Ideal auch zum Verschenken.Die Trinkschokoladen von Monbana sind eine besondere Spezialität aus dem Hause des französischen Chocolatier. Das Pulver einfach mit heißer Milch aufgießen und umrühren.;0910UT2PXQF;26. Sep;4;10/09/2018 14:32:49 MEST;4;;11;;;4009636178929;0;DEFAULT;;;
